"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
215,642546,"Hernández, Jonathan",511,42.1,0.3,0.14,0.341,0.44,0.386,0.413,0.32,15,50,94.6,0.7,2239,98,97.76,13,98,117,-0.20000000000000284,6.24,111,151,117,146,300,320,293
211,425844,"Greinke, Zack",4849,4.4,0.45,0.2,0.457,0.65,0.483,0.419,0.385,18,40,92.5,1.3,2170,89.5,89.02,12,77,134,-0.5,5.99,107,153,118,148,294,325,290
208,640462,"Puk, A.J.",1315,15.8,0.273,0.091,0.275,0.364,0.348,0.364,0.292,12,44,83.4,-3,2146,96.1,97.08,13,90,118,1,7,108,151,117,149,300,320,293
207,685503,"Arihara, Kohei",1086,19.1,0.457,0.171,0.457,0.629,0.496,0.463,0.426,16,35,88.9,2.3,2044,90.3,90.41,8,76,131,0.10000000000000853,6.69,115,153,115,147,301,323,297
205,554340,"Garcia, Yimi",1982,10.3,0.244,0.111,0.268,0.356,0.293,0.254,0.227,11,45,80.4,-1.6,2279,94.1,92.81,17,115,90,-1.2999999999999972,5.74,106,153,118,146,301,319,288
203,623451,"Stephens, Jackson",944,21.5,0.283,0.132,0.289,0.415,0.337,0.375,0.3,15,53,87.6,-2,1903,94,93.13,18,114,89,-0.9000000000000057,5.75,108,150,119,144,311,324,292
202,670059,"Holderman, Colin",432,46.8,0.289,0.044,0.295,0.333,0.349,0.388,0.303,13,45,88.5,11,2174,96,96.07,8,85,117,0.09999999999999432,6.37,109,152,115,148,298,322,298
202,656457,"Gilbert, Tyler",1164,17.4,0.267,0.244,0.243,0.511,0.338,0.337,0.283,12,45,91.3,20.4,2017,89.6,88.91,14,92,110,-0.6999999999999886,5.87,110,153,120,147,302,324,294
201,676050,"Naughton, Packy",945,21.3,0.217,0.017,0.241,0.233,0.243,0.271,0.225,13,60,83.6,1.6,2033,91.7,90.89,17,107,94,-0.7999999999999972,5.83,111,153,116,148,301,323,299
199,682051,"Hill, Garrett",1019,19.5,0.229,0,0.275,0.229,0.273,0.313,0.244,11,48,87.5,16.7,2133,91.7,92.05,13,100,99,0.29999999999999716,6.53,107,156,117,145,300,329,294
199,596082,"Reed, Jake",467,42.6,0.314,0.057,0.367,0.371,0.365,0.354,0.291,11,35,92,3.3,2098,90.6,88.85,8,71,128,-1.6999999999999886,5.32,111,157,118,148,302,321,295
198,502239,"Cahill, Trevor",665,29.8,0.316,0.053,0.375,0.368,0.371,0.385,0.282,12,38,90.4,3.7,2177,89.7,89.31,10,67,131,-0.4000000000000057,6.19,109,150,116,146,297,319,285
190,664045,"Eshelman, Thomas",441,43.1,0.364,0.2,0.375,0.564,0.423,0.398,0.332,20,55,87.1,17.2,1845,86.6,86.69,7,89,101,0.10000000000000853,6.27,108,154,120,149,298,322,293
190,453281,"LeBlanc, Wade",794,23.9,0.36,0.26,0.395,0.62,0.457,0.435,0.348,18,50,90.9,8.8,1893,87.6,87.47,14,90,100,-0.09999999999999432,6.15,110,153,119,148,299,320,296
189,663773,"Hoeing, Bryan",267,70.8,0.341,0.364,0.297,0.705,0.463,0.406,0.314,15,44,89.4,3.3,1980,93.1,93.61,8,92,97,0.5,6.75,110,155,123,150,303,315,289
188,641907,"Murphy, Patrick",628,29.9,0.262,0.119,0.256,0.381,0.342,0.421,0.357,11,42,88.7,5.7,2118,96.2,96.63,9,90,98,0.3999999999999915,6.49,107,150,119,144,296,316,292
