"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
234,676684,"Vest, Will",1690,13.8,0.208,0.139,0.241,0.347,0.266,0.283,0.224,15,72,85.4,-5.4,1555,85.6,85.24,29,119,115,-0.3999999999999915,6.06,111,155,118,147,294,326,299
233,621111,"Buehler, Walker",4198,5.6,0.133,0.053,0.208,0.187,0.137,0.169,0.165,10,75,88,-7.7,1532,91.1,91.55,42,129,104,0.5,6.36,115,158,127,152,290,316,301
233,641771,"Kuhl, Chad",3811,6.1,0.318,0.273,0.278,0.591,0.408,0.39,0.296,14,44,88.9,13.9,1674,88,88.55,27,96,136,0.5999999999999943,6.59,116,151,113,150,300,328,303
232,666142,"Ragans, Cole",706,32.9,0.151,0.019,0.195,0.17,0.16,0.223,0.211,8,53,77.4,22.5,2209,82.1,81.69,47,129,103,-0.3999999999999915,6.2,107,152,118,145,298,321,293
231,666721,"Castillo, Max",697,33.1,0.186,0.136,0.214,0.322,0.267,0.305,0.24,11,59,87.3,2.6,1615,87.5,88.03,31,113,118,0.5,6.66,112,160,120,151,289,325,300
231,642545,"Barría, Jaime",2040,11.3,0.121,0.069,0.125,0.19,0.131,0.197,0.181,7,58,84.1,6.3,1611,85.3,84.9,34,119,112,-0.3999999999999915,6.06,118,157,116,155,296,323,297
229,656288,"Canning, Griffin",1080,21.2,0.276,0.086,0.319,0.362,0.319,0.35,0.302,16,58,86.6,11.6,1869,89.1,88.06,47,135,94,-1,5.69,117,161,120,154,298,325,303
228,642203,"Widener, Taylor",1545,14.8,0.193,0.158,0.225,0.351,0.287,0.305,0.21,11,57,84.8,16.6,1706,85.5,86.05,32,100,128,0.5,6.69,108,153,117,150,296,326,298
228,670955,"Uceta, Edwin",653,34.9,0.233,0.05,0.311,0.283,0.267,0.26,0.207,14,60,84,10.1,2058,87.8,87.58,40,134,94,-0.20000000000000284,6.23,112,154,123,151,296,320,297
228,592717,"Sanchez, Aaron",1601,14.2,0.25,0.089,0.295,0.339,0.29,0.274,0.225,14,56,88.4,3.1,1592,85.4,85.93,19,106,122,0.5,6.78,113,157,117,150,301,323,299
227,608716,"Steckenrider, Drew",1294,17.5,0.221,0.088,0.269,0.309,0.243,0.289,0.261,15,68,89,4.6,1700,87.4,87.1,32,118,109,-0.30000000000001137,6.04,116,154,116,149,290,326,304
226,656354,"Davis, Austin",1591,14.2,0.306,0.041,0.441,0.347,0.301,0.242,0.229,15,49,79,-0.8,1902,85.9,85.98,40,113,113,0.09999999999999432,6.37,106,150,119,147,287,325,293
225,519008,"McFarland, T.J.",999,22.5,0.255,0.294,0.231,0.549,0.359,0.368,0.276,13,51,91.1,14.6,1626,82,80.84,31,103,122,-1.2000000000000028,5.52,109,153,119,146,299,324,298
223,663455,"Pilkington, Konnor",1039,21.5,0.193,0.123,0.22,0.316,0.242,0.24,0.201,11,57,86.1,-0.5,1742,84.4,84.6,35,105,118,0.19999999999998863,6.37,105,152,115,147,301,318,289
220,592332,"Gausman, Kevin",5785,3.8,0.289,0.244,0.303,0.533,0.375,0.313,0.249,13,45,85.7,13.1,1605,84,84.35,37,104,116,0.29999999999999716,6.51,112,157,109,150,295,321,296
